17:07:24,14/11/2024,001,35.4875,s
17:07:25,14/11/2024,002,36.1612,s
17:07:25,14/11/2024,001,35.0787,s
17:07:25,14/11/2024,002,35.2850,s
17:07:25,14/11/2024,003,36.0387,s
17:07:25,14/11/2024,004,36.7924,s
17:07:25,14/11/2024,005,37.6486,s
17:07:25,14/11/2024,006,39.4473,s
17:07:25,14/11/2024,007,40.2448,s
17:07:26,14/11/2024,008,36.3199,s
17:07:34,14/11/2024,001,39.7836,s
17:07:35,14/11/2024,002,43.6134,s
17:07:35,14/11/2024,003,51.6694,s
17:07:35,14/11/2024,004,63.3327,s
17:07:35,14/11/2024,005,67.9900,s
17:07:35,14/11/2024,006,75.3685,s
17:07:35,14/11/2024,007,75.7060,s
17:07:35,14/11/2024,008,75.7060,s
17:07:35,14/11/2024,009,75.7248,s
17:07:36,14/11/2024,010,75.7198,s
17:07:36,14/11/2024,011,75.7223,s
17:07:36,14/11/2024,012,75.5010,s
17:07:36,14/11/2024,013,72.4699,s
17:07:36,14/11/2024,014,65.0589,s
17:07:36,14/11/2024,015,59.1266,s
17:07:36,14/11/2024,016,47.4720,s
17:07:36,14/11/2024,017,38.3524,s
17:47:40,14/11/2024,001,35.6887,s
17:47:40,14/11/2024,002,56.8192,s
17:47:40,14/11/2024,003,78.7646,s
17:47:41,14/11/2024,004,101.0188,s
17:47:41,14/11/2024,005,124.5742,s
17:47:41,14/11/2024,006,150.6533,s
17:47:41,14/11/2024,007,180.3972,s
17:47:41,14/11/2024,008,202.2339,s
17:47:41,14/11/2024,009,221.9970,s
17:47:41,14/11/2024,010,239.5513,s
17:47:41,14/11/2024,011,253.4046,s
17:47:42,14/11/2024,012,264.6654,s
17:47:42,14/11/2024,013,269.7253,s
17:47:42,14/11/2024,014,271.7177,s
17:47:42,14/11/2024,015,270.3727,s
17:47:42,14/11/2024,016,264.6254,s
17:47:42,14/11/2024,017,261.8855,s
17:47:42,14/11/2024,018,259.0681,s
17:47:42,14/11/2024,019,253.6083,s
17:47:43,14/11/2024,020,251.4384,s
17:47:43,14/11/2024,021,251.6834,s
17:47:43,14/11/2024,022,247.8848,s
17:47:43,14/11/2024,023,242.1475,s
17:47:43,14/11/2024,024,240.6351,s
17:47:43,14/11/2024,025,240.0276,s
17:47:43,14/11/2024,026,249.7397,s
17:47:43,14/11/2024,027,263.1068,s
17:47:44,14/11/2024,028,276.9037,s
17:47:44,14/11/2024,029,285.4797,s
17:47:44,14/11/2024,030,287.6846,s
17:47:44,14/11/2024,031,285.7097,s
17:47:44,14/11/2024,032,270.7577,s
17:47:44,14/11/2024,033,240.8200,s
17:47:44,14/11/2024,034,221.4695,s
17:47:44,14/11/2024,035,201.2877,s
17:47:44,14/11/2024,036,184.9521,s
17:47:45,14/11/2024,037,170.4588,s
17:47:45,14/11/2024,038,150.5308,s
17:47:45,14/11/2024,039,131.0128,s
17:47:45,14/11/2024,040,112.0434,s
17:47:45,14/11/2024,041,93.5954,s
17:47:45,14/11/2024,042,69.5137,s
17:47:45,14/11/2024,043,46.0458,s
17:47:48,14/11/2024,001,54.5605,s
17:47:48,14/11/2024,002,78.2847,s
17:47:48,14/11/2024,003,102.0938,s
17:47:48,14/11/2024,004,126.9479,s
17:47:48,14/11/2024,005,151.5308,s
17:47:48,14/11/2024,006,175.4337,s
17:47:48,14/11/2024,007,188.9944,s
17:47:48,14/11/2024,008,188.6744,s
17:47:49,14/11/2024,009,186.1920,s
17:47:49,14/11/2024,010,180.2960,s
17:47:49,14/11/2024,011,173.9600,s
17:47:49,14/11/2024,012,171.3663,s
17:47:49,14/11/2024,013,176.0974,s
17:47:49,14/11/2024,014,181.8859,s
17:47:49,14/11/2024,015,183.6746,s
17:47:49,14/11/2024,016,180.4122,s
17:47:50,14/11/2024,017,180.0097,s
17:47:50,14/11/2024,018,162.8366,s
17:47:50,14/11/2024,019,143.8923,s
17:47:50,14/11/2024,020,129.7428,s
17:47:50,14/11/2024,021,114.8421,s
17:47:50,14/11/2024,022,98.1602,s
17:47:50,14/11/2024,023,78.8259,s
17:47:50,14/11/2024,024,65.2426,s
17:47:50,14/11/2024,025,51.4219,s
17:47:51,14/11/2024,026,56.7417,s
17:47:51,14/11/2024,027,60.2303,s
17:47:51,14/11/2024,028,71.0824,s
17:47:51,14/11/2024,029,78.1634,s
17:47:51,14/11/2024,030,80.5183,s
17:47:51,14/11/2024,031,78.5509,s
17:47:51,14/11/2024,032,81.0383,s
17:47:51,14/11/2024,033,82.4495,s
17:47:52,14/11/2024,034,77.2897,s
17:47:52,14/11/2024,035,69.5862,s
17:47:52,14/11/2024,036,72.7111,s
17:47:52,14/11/2024,037,74.2961,s
17:47:52,14/11/2024,038,73.2361,s
17:47:52,14/11/2024,039,74.2911,s
17:47:52,14/11/2024,040,93.2591,s
