04:19:34,01/03/2025,042,253.1671,s
04:19:36,01/03/2025,043,252.8096,s
04:19:36,01/03/2025,044,236.9839,s
04:19:37,01/03/2025,045,221.3895,s
04:19:37,01/03/2025,046,205.5638,s
04:19:37,01/03/2025,047,189.7781,s
04:19:37,01/03/2025,048,174.1037,s
04:19:37,01/03/2025,049,158.5805,s
04:19:37,01/03/2025,050,143.1761,s
04:19:37,01/03/2025,051,127.7229,s
04:19:37,01/03/2025,052,112.0109,s
04:19:38,01/03/2025,053,95.9765,s
04:19:38,01/03/2025,054,80.3896,s
04:19:38,01/03/2025,055,64.2152,s
04:19:38,01/03/2025,056,47.9233,s
04:32:38,01/03/2025,001,41.4548,s
04:32:38,01/03/2025,002,57.3529,s
04:32:38,01/03/2025,003,73.1636,s
04:32:38,01/03/2025,004,88.8243,s
04:32:38,01/03/2025,005,104.5537,s
04:32:38,01/03/2025,006,120.3419,s
04:32:38,01/03/2025,007,135.6476,s
04:32:38,01/03/2025,008,151.0608,s
04:32:38,01/03/2025,009,166.1802,s
04:32:39,01/03/2025,010,180.7635,s
04:32:39,01/03/2025,011,195.4204,s
04:32:39,01/03/2025,012,209.9749,s
04:32:39,01/03/2025,013,224.5394,s
04:32:39,01/03/2025,014,239.2314,s
04:32:39,01/03/2025,015,254.0933,s
04:32:39,01/03/2025,016,254.5695,s
04:32:39,01/03/2025,017,243.9112,s
04:32:39,01/03/2025,018,242.7500,s
04:32:40,01/03/2025,019,241.5513,s
04:32:40,01/03/2025,020,240.2976,s
04:32:40,01/03/2025,021,238.8576,s
04:32:40,01/03/2025,022,237.7751,s
04:32:40,01/03/2025,023,236.3802,s
04:32:40,01/03/2025,024,235.3327,s
04:32:40,01/03/2025,025,234.2828,s
04:32:40,01/03/2025,026,233.4328,s
04:32:41,01/03/2025,027,232.6566,s
04:32:41,01/03/2025,028,232.3154,s
04:32:41,01/03/2025,029,231.8679,s
04:32:41,01/03/2025,030,231.5329,s
04:32:41,01/03/2025,031,231.1666,s
04:32:41,01/03/2025,032,230.6242,s
04:32:41,01/03/2025,033,229.8867,s
04:32:41,01/03/2025,034,229.1967,s
04:32:42,01/03/2025,035,228.5417,s
04:32:42,01/03/2025,036,227.9855,s
04:32:42,01/03/2025,037,227.4318,s
04:32:42,01/03/2025,038,227.1093,s
04:32:42,01/03/2025,039,226.9193,s
04:32:42,01/03/2025,040,226.9093,s
04:32:42,01/03/2025,041,226.9643,s
04:32:42,01/03/2025,042,226.9643,s
04:32:43,01/03/2025,043,227.0118,s
04:32:43,01/03/2025,044,226.8880,s
04:32:43,01/03/2025,045,226.7330,s
04:32:43,01/03/2025,046,226.5581,s
04:32:43,01/03/2025,047,226.3693,s
04:32:43,01/03/2025,048,226.1456,s
