DATE,TIME,OBS_NO,WEIGHT,STATUS,Visit
2025/01/11,20:02:17,5,98.0,s,110
2025/01/11,20:02:21,15,210.0,s,111
2025/01/11,20:02:35,3,43.0,s,112
2025/01/11,20:02:37,12,124.0,s,113
2025/01/11,20:02:41,17,226.0,s,114
2025/01/11,20:02:48,4,100.0,s,115
2025/01/11,20:02:49,1,38.0,s,116
2025/01/11,20:02:49,11,56.0,s,117
2025/01/11,20:02:53,1,39.0,s,118
2025/01/11,20:02:55,4,69.0,s,119
2025/01/11,20:02:56,2,49.0,s,120
2025/01/11,20:02:57,2,47.0,s,121
2025/01/11,20:02:59,11,84.0,s,122
2025/01/11,20:03:01,6,95.0,s,123
2025/01/11,20:03:05,8,88.0,s,124
2025/01/11,20:03:12,37,119.0,s,125
2025/01/11,20:03:16,1,36.0,s,126
2025/01/11,20:03:20,26,168.0,s,127
2025/01/11,20:03:27,1,37.0,s,128
2025/01/11,20:03:27,2,50.0,s,129
2025/01/11,20:03:28,1,36.0,s,130
2025/01/11,20:03:28,1,42.0,s,131
2025/01/11,20:03:29,9,80.0,s,132
2025/01/11,20:03:31,24,72.0,s,133
2025/01/11,20:03:32,2,62.0,s,134
2025/01/11,20:03:33,2,38.0,s,135
2025/01/11,20:03:37,13,84.0,s,136
2025/01/11,20:03:44,2,62.0,s,137
2025/01/11,20:03:45,1,42.0,s,138
2025/01/11,20:03:52,12,98.0,s,139
2025/01/11,20:03:53,3,72.0,s,140
2025/01/11,20:03:55,2,44.0,s,141
2025/01/11,20:03:57,9,127.0,s,142
2025/01/11,20:04:03,29,140.0,s,143
2025/01/11,20:04:06,2,68.0,s,144
2025/01/11,20:04:08,12,125.0,s,145
2025/01/11,20:04:13,12,81.0,s,146
2025/01/11,20:04:14,1,39.0,s,147
2025/01/11,20:04:15,6,76.0,s,148
2025/01/11,20:04:16,12,61.0,s,149
2025/01/11,20:04:18,3,65.0,s,150
2025/01/11,20:04:19,4,87.0,s,151
2025/01/11,20:04:24,12,178.0,s,152
2025/01/11,20:04:28,3,63.0,s,153
2025/01/11,20:04:29,1,40.0,s,154
2025/01/11,20:04:29,2,53.0,s,155
2025/01/11,20:04:31,3,74.0,s,156
2025/01/11,20:04:37,1,38.0,s,157
2025/01/11,20:04:43,25,106.0,s,158
2025/01/11,20:04:50,2,66.0,s,159
2025/01/11,20:04:55,2,58.0,s,160
2025/01/11,20:04:56,3,62.0,s,161
2025/01/11,20:04:57,3,75.0,s,162
2025/01/11,20:05:00,1,39.0,s,163
2025/01/11,20:05:00,2,55.0,s,164
2025/01/11,20:05:01,1,36.0,s,165
2025/01/11,20:05:04,17,108.0,s,166
2025/01/11,20:05:07,2,50.0,s,167
2025/01/11,20:05:08,2,57.0,s,168
2025/01/11,20:05:10,2,55.0,s,169
2025/01/11,20:05:11,2,55.0,s,170
2025/01/11,20:05:16,9,59.0,s,171
2025/01/11,20:05:20,29,130.0,s,172
2025/01/11,20:05:22,39,99.0,s,173
2025/01/11,20:05:27,4,51.0,s,174
2025/01/11,20:05:30,12,106.0,s,175
2025/01/11,20:05:35,1,36.0,s,176
2025/01/11,20:05:36,9,129.0,s,177
2025/01/11,20:05:42,1,42.0,s,178
2025/01/11,20:05:48,29,121.0,s,179
2025/01/11,20:05:51,11,68.0,s,180
2025/01/11,20:05:57,2,43.0,s,181
2025/01/11,20:05:58,1,49.0,s,182
2025/01/11,20:05:59,2,50.0,s,183
2025/01/11,20:06:01,4,112.0,s,184
2025/01/11,20:06:04,3,44.0,s,185
2025/01/11,20:06:05,4,51.0,s,186
2025/01/11,20:06:07,4,45.0,s,187
2025/01/11,20:06:08,1,39.0,s,188
2025/01/11,20:06:09,1,47.0,s,189
2025/01/11,20:06:13,1,36.0,s,190
2025/01/11,20:06:14,1,43.0,s,191
2025/01/11,20:06:16,15,165.0,s,192
2025/01/11,20:06:20,9,129.0,s,193
2025/01/11,20:06:24,4,84.0,s,194
2025/01/11,20:06:32,33,149.0,s,195
2025/01/11,20:06:36,6,80.0,s,196
2025/01/11,20:06:38,1,41.0,s,197
2025/01/11,20:06:44,46,153.0,s,198
2025/01/11,20:06:48,9,138.0,s,199
2025/01/11,20:06:53,51,52.0,s,200
2025/01/11,20:06:57,3,70.0,s,201
2025/01/11,20:06:58,5,126.0,s,202
2025/01/11,20:07:00,4,77.0,s,203
2025/01/11,20:07:02,8,95.0,s,204
2025/01/11,20:07:07,1,47.0,s,205
2025/01/11,20:07:07,1,49.0,s,206
2025/01/11,20:07:08,3,39.0,s,207
2025/01/11,20:07:09,1,36.0,s,208
2025/01/11,20:07:09,1,41.0,s,209
2025/01/11,20:07:11,12,79.0,s,210
2025/01/11,20:07:15,3,85.0,s,211
2025/01/11,20:07:17,5,69.0,s,212
2025/01/11,20:07:20,13,136.0,s,213
2025/01/11,20:07:23,1,40.0,s,214
2025/01/11,20:07:24,1,38.0,s,215
2025/01/11,20:07:26,1,39.0,s,216
2025/01/11,20:07:29,19,104.0,s,217
2025/01/11,20:07:31,1,45.0,s,218
2025/01/11,20:07:34,13,119.0,s,219
2025/01/11,20:07:43,13,169.0,s,220
2025/01/11,20:07:53,52,180.0,s,221
2025/01/11,20:07:58,4,44.0,s,222
2025/01/11,20:08:01,20,109.0,s,223
2025/01/11,20:08:02,2,49.0,s,224
2025/01/11,20:08:07,9,86.0,s,225
2025/01/11,20:08:13,1,59.0,s,226
2025/01/11,20:08:15,6,135.0,s,227
2025/01/11,20:08:17,21,70.0,s,228
2025/01/11,20:08:18,3,78.0,s,229
2025/01/11,20:08:20,4,83.0,s,230
2025/01/11,20:08:26,16,192.0,s,231
2025/01/11,20:08:32,27,138.0,s,232
2025/01/11,20:08:34,1,38.0,s,233
2025/01/11,20:08:35,2,57.0,s,234
2025/01/11,20:08:37,1,42.0,s,235
2025/01/11,20:08:38,12,85.0,s,236
2025/01/11,20:08:44,8,115.0,s,237
2025/01/11,20:08:48,1,36.0,s,238
2025/01/11,20:08:48,1,41.0,s,239
2025/01/11,20:08:49,1,36.0,s,240
2025/01/11,20:08:50,2,40.0,s,241
2025/01/11,20:08:51,3,78.0,s,242
2025/01/11,20:08:53,10,85.0,s,243
2025/01/11,20:08:59,8,86.0,s,244
2025/01/11,20:09:02,33,59.0,s,245
2025/01/11,20:09:04,4,54.0,s,246
2025/01/11,20:09:05,5,121.0,s,247
2025/01/11,20:09:13,4,51.0,s,248
2025/01/11,20:09:15,5,93.0,s,249
2025/01/11,20:09:16,1,40.0,s,250
2025/01/11,20:09:20,6,79.0,s,251
2025/01/11,20:09:32,18,159.0,s,252
2025/01/11,20:09:38,2,42.0,s,253
2025/01/11,20:09:39,1,41.0,s,254
2025/01/11,20:09:39,2,50.0,s,255
2025/01/11,20:09:42,1,39.0,s,256
2025/01/11,20:09:48,51,161.0,s,257
2025/01/11,20:09:52,8,90.0,s,258
2025/01/11,20:09:53,1,39.0,s,259
2025/01/11,20:09:55,17,82.0,s,260
2025/01/11,20:09:56,1,36.0,s,261
2025/01/11,20:09:56,1,38.0,s,262
2025/01/11,20:09:57,1,36.0,s,263
2025/01/11,20:10:01,4,77.0,s,264
2025/01/11,20:10:06,4,80.0,s,265
2025/01/11,20:10:08,17,84.0,s,266
2025/01/11,20:10:09,1,43.0,s,267
2025/01/11,20:10:13,7,118.0,s,268
2025/01/11,20:10:21,1,40.0,s,269
2025/01/11,20:10:27,34,140.0,s,270
2025/01/11,20:10:31,7,60.0,s,271
2025/01/11,20:10:34,2,52.0,s,272
2025/01/11,20:10:36,9,107.0,s,273
2025/01/11,20:10:42,3,69.0,s,274
2025/01/11,20:10:44,8,74.0,s,275
2025/01/11,20:10:45,1,40.0,s,276
2025/01/11,20:10:47,16,103.0,s,277
2025/01/11,20:10:49,5,76.0,s,278
2025/01/11,20:10:50,1,37.0,s,279
2025/01/11,20:10:50,1,38.0,s,280
2025/01/11,20:10:52,4,80.0,s,281
2025/01/11,20:10:53,7,86.0,s,282
2025/01/11,20:10:55,2,51.0,s,283
2025/01/11,20:10:58,19,159.0,s,284
2025/01/11,20:11:06,13,74.0,s,285
2025/01/11,20:11:09,9,77.0,s,286
2025/01/11,20:11:11,1,44.0,s,287
2025/01/11,20:11:12,9,117.0,s,288
2025/01/11,20:11:17,15,108.0,s,289
2025/01/11,20:11:19,1,49.0,s,290
2025/01/11,20:11:21,1,40.0,s,291
2025/01/11,20:11:22,4,71.0,s,292
2025/01/11,20:11:28,17,118.0,s,293
2025/01/11,20:11:33,3,73.0,s,294
2025/01/11,20:11:34,2,44.0,s,295
2025/01/11,20:11:36,1,37.0,s,296
2025/01/11,20:11:37,8,99.0,s,297
2025/01/11,20:11:38,10,74.0,s,298
2025/01/11,20:11:45,3,68.0,s,299
2025/01/11,20:11:47,1,42.0,s,300
2025/01/11,20:11:52,14,116.0,s,301
2025/01/11,20:11:55,1,51.0,s,302
2025/01/11,20:11:56,9,121.0,s,303
2025/01/11,20:12:02,9,136.0,s,304
2025/01/11,20:12:05,27,54.0,s,305
2025/01/11,20:12:07,14,88.0,s,306
2025/01/11,20:12:08,18,68.0,s,307
2025/01/11,20:12:09,1,39.0,s,308
2025/01/11,20:12:11,1,36.0,s,309
2025/01/11,20:12:12,7,96.0,s,310
2025/01/11,20:12:15,1,39.0,s,311
2025/01/11,20:12:17,3,62.0,s,312
2025/01/11,20:12:18,3,57.0,s,313
2025/01/11,20:12:20,1,36.0,s,314
2025/01/11,20:12:20,1,54.0,s,315
2025/01/11,20:12:21,3,62.0,s,316
2025/01/11,20:12:29,15,111.0,s,317
2025/01/11,20:12:41,6,61.0,s,318
2025/01/11,20:12:42,1,40.0,s,319
2025/01/11,20:12:42,1,47.0,s,320
2025/01/11,20:12:44,17,103.0,s,321
2025/01/11,20:12:56,1,37.0,s,322
2025/01/11,20:13:00,13,87.0,s,323
2025/01/11,20:13:05,4,65.0,s,324
2025/01/11,20:13:07,9,82.0,s,325
2025/01/11,20:13:13,2,48.0,s,326
2025/01/11,20:13:25,13,113.0,s,327
2025/01/11,20:13:43,27,133.0,s,328
2025/01/11,20:13:54,1,39.0,s,329
2025/01/11,20:13:54,2,63.0,s,330
2025/01/11,20:13:55,2,43.0,s,331
2025/01/11,20:13:56,2,64.0,s,332
2025/01/11,20:13:57,1,59.0,s,333
2025/01/11,20:14:13,29,112.0,s,334
2025/01/11,20:14:20,8,135.0,s,335
2025/01/11,20:14:24,2,59.0,s,336
2025/01/11,20:14:25,3,78.0,s,337
2025/01/11,20:14:28,3,71.0,s,338
2025/01/11,20:14:30,3,73.0,s,339
2025/01/11,20:14:35,8,75.0,s,340
2025/01/11,20:14:36,1,49.0,s,341
2025/01/11,20:14:38,2,52.0,s,342
2025/01/11,20:14:40,7,76.0,s,343
2025/01/11,20:14:41,2,71.0,s,344
2025/01/11,20:14:42,1,41.0,s,345
2025/01/11,20:14:44,8,107.0,s,346
2025/01/11,20:14:52,4,56.0,s,347
2025/01/11,20:14:55,2,42.0,s,348
2025/01/11,20:14:59,1,38.0,s,349
2025/01/11,20:15:00,12,117.0,s,350
2025/01/11,20:15:03,1,38.0,s,351
2025/01/11,20:15:03,2,52.0,s,352
2025/01/11,20:15:04,4,99.0,s,353
2025/01/11,20:15:06,17,76.0,s,354
2025/01/11,20:15:11,10,85.0,s,355
2025/01/11,20:15:18,1,36.0,s,356
2025/01/11,20:15:22,1,52.0,s,357
2025/01/11,20:15:24,2,68.0,s,358
2025/01/11,20:15:27,3,86.0,s,359
2025/01/11,20:15:30,1,41.0,s,360
2025/01/11,20:15:37,8,89.0,s,361
2025/01/11,20:15:44,6,55.0,s,362
2025/01/11,20:15:48,12,99.0,s,363
2025/01/11,20:16:02,1,40.0,s,364
2025/01/11,20:16:02,2,52.0,s,365
2025/01/11,20:16:03,1,40.0,s,366
2025/01/11,20:16:04,1,42.0,s,367
2025/01/11,20:16:12,6,96.0,s,368
2025/01/11,20:16:15,6,90.0,s,369
2025/01/11,20:16:16,5,63.0,s,370
2025/01/11,20:16:18,6,88.0,s,371
2025/01/11,20:16:42,4,41.0,s,372
2025/01/11,20:16:48,1,44.0,s,373
2025/01/11,20:16:49,13,107.0,s,374
2025/01/11,20:16:51,1,43.0,s,375
2025/01/11,20:16:53,1,58.0,s,376
2025/01/11,20:16:54,1,51.0,s,377
2025/01/11,20:17:00,10,75.0,s,378
2025/01/11,20:17:02,6,65.0,s,379
2025/01/11,20:17:06,1,45.0,s,380
2025/01/11,20:17:06,1,59.0,s,381
2025/01/11,20:17:07,3,113.0,s,382
2025/01/11,20:17:08,3,63.0,s,383
2025/01/11,20:17:10,3,47.0,s,384
2025/01/11,20:17:11,1,42.0,s,385
2025/01/11,20:17:11,1,48.0,s,386
2025/01/11,20:17:12,4,63.0,s,387
2025/01/11,20:17:13,3,125.0,s,388
2025/01/11,20:17:15,3,44.0,s,389
2025/01/11,20:17:18,4,111.0,s,390
2025/01/11,20:17:21,6,80.0,s,391
2025/01/11,20:17:30,11,196.0,s,392
2025/01/11,20:17:35,1,39.0,s,393
2025/01/11,20:17:42,3,68.0,s,394
2025/01/11,20:17:49,14,147.0,s,395
2025/01/11,20:17:59,4,87.0,s,396
2025/01/11,20:18:06,4,72.0,s,397
2025/01/11,20:18:09,1,37.0,s,398
2025/01/11,20:18:12,2,67.0,s,399
2025/01/11,20:18:14,1,37.0,s,400
2025/01/11,20:18:15,5,96.0,s,401
2025/01/11,20:18:31,2,45.0,s,402
2025/01/11,20:18:54,1,47.0,s,403
2025/01/11,20:18:55,2,48.0,s,404
2025/01/11,20:18:56,1,36.0,s,405
2025/01/11,20:18:58,2,58.0,s,406
2025/01/11,20:18:59,1,39.0,s,407
2025/01/11,20:19:01,17,112.0,s,408
2025/01/11,20:19:21,1,37.0,s,409
2025/01/11,20:19:21,1,47.0,s,410
2025/01/11,20:19:22,1,42.0,s,411
2025/01/11,20:19:25,1,37.0,s,412
2025/01/11,20:19:26,1,39.0,s,413
2025/01/11,20:19:27,2,68.0,s,414
2025/01/11,20:19:28,11,53.0,s,415
2025/01/11,20:19:33,1,46.0,s,416
2025/01/11,20:19:33,4,89.0,s,417
2025/01/11,20:19:36,2,49.0,s,418
2025/01/11,20:19:37,2,45.0,s,419
2025/01/11,20:19:40,1,36.0,s,420
2025/01/11,20:19:41,1,41.0,s,421
2025/01/11,20:19:48,1,44.0,s,422
2025/01/11,20:19:49,2,46.0,s,423
2025/01/11,20:19:52,1,36.0,s,424
2025/01/11,20:19:53,4,67.0,s,425
2025/01/11,20:19:59,1,36.0,s,426
2025/01/11,20:19:59,1,37.0,s,427
2025/01/11,20:20:01,2,60.0,s,428
2025/01/11,20:20:02,6,80.0,s,429
2025/01/11,20:20:07,1,40.0,s,430
2025/01/11,20:20:07,2,51.0,s,431
2025/01/11,20:20:09,7,54.0,s,432
2025/01/11,20:20:13,2,51.0,s,433
2025/01/11,20:20:18,2,69.0,s,434
2025/01/11,20:20:35,5,60.0,s,435
2025/01/11,20:20:43,1,42.0,s,436
2025/01/11,20:20:45,9,67.0,s,437
2025/01/11,20:20:46,4,83.0,s,438
2025/01/11,20:20:49,17,122.0,s,439
2025/01/11,20:20:51,1,45.0,s,440
2025/01/11,20:20:54,9,122.0,s,441
2025/01/11,20:21:02,3,118.0,s,442
2025/01/11,20:21:05,1,42.0,s,443
2025/01/11,20:21:05,2,49.0,s,444
2025/01/11,20:21:06,6,140.0,s,445
2025/01/11,20:21:09,2,52.0,s,446
2025/01/11,20:21:10,1,36.0,s,447
2025/01/11,20:21:15,15,104.0,s,448
2025/01/11,20:21:25,1,38.0,s,449
2025/01/11,20:21:26,9,104.0,s,450
2025/01/11,20:21:29,1,44.0,s,451
2025/01/11,20:21:39,2,51.0,s,452
2025/01/11,20:21:45,3,44.0,s,453
2025/01/11,20:21:46,1,42.0,s,454
2025/01/11,20:21:47,7,93.0,s,455
2025/01/11,20:21:48,12,70.0,s,456
2025/01/11,20:21:50,11,108.0,s,457
2025/01/11,20:21:53,4,68.0,s,458
2025/01/11,20:21:54,2,48.0,s,459
2025/01/11,20:22:00,11,102.0,s,460
2025/01/11,20:22:03,7,137.0,s,461
2025/01/11,20:22:05,16,124.0,s,462
2025/01/11,20:22:09,1,37.0,s,463
2025/01/11,20:22:13,28,174.0,s,464
2025/01/11,20:22:18,8,135.0,s,465
2025/01/11,20:22:21,1,36.0,s,466
2025/01/11,20:22:21,2,52.0,s,467
2025/01/11,20:22:23,1,58.0,s,468
2025/01/11,20:22:25,1,52.0,s,469
2025/01/11,20:22:25,1,53.0,s,470
2025/01/11,20:22:26,1,39.0,s,471
2025/01/11,20:22:26,1,59.0,s,472
2025/01/11,20:22:29,10,146.0,s,473
2025/01/11,20:22:36,2,41.0,s,474
2025/01/11,20:22:44,22,124.0,s,475
2025/01/11,20:22:46,1,36.0,s,476
2025/01/11,20:22:47,6,67.0,s,477
2025/01/11,20:22:53,8,146.0,s,478
2025/01/11,20:22:57,7,174.0,s,479
2025/01/11,20:23:11,15,146.0,s,480
2025/01/11,20:23:17,16,147.0,s,481
2025/01/11,20:23:19,3,53.0,s,482
2025/01/11,20:23:21,2,41.0,s,483
2025/01/11,20:23:26,9,87.0,s,484
2025/01/11,20:23:31,1,44.0,s,485
2025/01/11,20:23:33,17,93.0,s,486
2025/01/11,20:23:36,6,79.0,s,487
2025/01/11,20:23:37,2,55.0,s,488
2025/01/11,20:23:40,18,180.0,s,489
2025/01/11,20:23:49,3,50.0,s,490
2025/01/11,20:23:50,2,64.0,s,491
2025/01/11,20:23:52,7,68.0,s,492
2025/01/11,20:23:53,10,64.0,s,493
2025/01/11,20:23:54,1,40.0,s,494
2025/01/11,20:23:58,2,55.0,s,495
2025/01/11,20:24:02,21,127.0,s,496
2025/01/11,20:24:06,3,74.0,s,497
2025/01/11,20:24:08,1,39.0,s,498
2025/01/11,20:24:08,1,42.0,s,499
2025/01/11,20:24:10,1,41.0,s,500
2025/01/11,20:24:11,12,121.0,s,501
2025/01/11,20:24:14,1,37.0,s,502
2025/01/11,20:24:14,2,56.0,s,503
2025/01/11,20:24:15,1,40.0,s,504
2025/01/11,20:24:17,3,81.0,s,505
2025/01/11,20:24:22,13,95.0,s,506
2025/01/11,20:24:29,2,44.0,s,507
2025/01/11,20:24:35,2,57.0,s,508
2025/01/11,20:24:45,1,36.0,s,509
2025/01/11,20:24:46,5,58.0,s,510
2025/01/11,20:24:49,1,37.0,s,511
2025/01/11,20:24:50,3,71.0,s,512
2025/01/11,20:24:54,8,127.0,s,513
2025/01/11,20:24:57,32,73.0,s,514
2025/01/11,20:24:59,9,133.0,s,515
2025/01/11,20:25:02,5,80.0,s,516
2025/01/11,20:25:07,8,63.0,s,517
2025/01/11,20:25:09,3,75.0,s,518
2025/01/11,20:25:14,34,127.0,s,519
2025/01/11,20:25:22,1,36.0,s,520
2025/01/11,20:25:23,4,55.0,s,521
2025/01/11,20:25:24,1,40.0,s,522
2025/01/11,20:25:26,1,45.0,s,523
2025/01/11,20:25:27,1,40.0,s,524
2025/01/11,20:25:29,2,67.0,s,525
2025/01/11,20:25:30,1,46.0,s,526
2025/01/11,20:25:30,2,70.0,s,527
2025/01/11,20:25:34,1,36.0,s,528
2025/01/11,20:25:38,26,164.0,s,529
2025/01/11,20:25:44,2,49.0,s,530
2025/01/11,20:25:45,2,46.0,s,531
2025/01/11,20:25:52,21,171.0,s,532
2025/01/11,20:25:55,2,53.0,s,533
2025/01/11,20:26:01,2,60.0,s,534
2025/01/11,20:26:14,3,65.0,s,535
2025/01/11,20:26:17,17,161.0,s,536
2025/01/11,20:26:28,2,50.0,s,537
2025/01/11,20:26:29,7,71.0,s,538
2025/01/11,20:26:33,9,53.0,s,539
2025/01/11,20:26:41,21,87.0,s,540
2025/01/11,20:26:46,1,46.0,s,541
2025/01/11,20:26:54,39,147.0,s,542
2025/01/11,20:27:00,29,146.0,s,543
2025/01/11,20:27:01,4,83.0,s,544
2025/01/11,20:27:03,1,39.0,s,545
2025/01/11,20:27:07,1,46.0,s,546
2025/01/11,20:27:10,5,98.0,s,547
2025/01/11,20:27:11,6,90.0,s,548
2025/01/11,20:27:14,12,82.0,s,549
2025/01/11,20:27:19,13,188.0,s,550
2025/01/11,20:27:28,1,39.0,s,551
2025/01/11,20:27:31,13,121.0,s,552
2025/01/11,20:27:35,2,49.0,s,553
2025/01/11,20:27:41,9,90.0,s,554
2025/01/11,20:27:42,2,54.0,s,555
2025/01/11,20:27:43,3,46.0,s,556
2025/01/11,20:27:45,13,76.0,s,557
2025/01/11,20:27:47,23,62.0,s,558
2025/01/11,20:27:50,2,38.0,s,559
2025/01/11,20:27:51,3,62.0,s,560
2025/01/11,20:28:02,1,47.0,s,561
2025/01/11,20:28:03,8,111.0,s,562
2025/01/11,20:28:09,3,48.0,s,563
2025/01/11,20:28:10,2,75.0,s,564
2025/01/11,20:28:17,2,51.0,s,565
2025/01/11,20:28:28,3,61.0,s,566
2025/01/11,20:28:29,3,59.0,s,567
2025/01/11,20:28:33,1,66.0,s,568
2025/01/11,20:28:37,1,42.0,s,569
2025/01/11,20:28:46,1,44.0,s,570
2025/01/11,20:28:49,1,37.0,s,571
2025/01/11,20:28:51,11,89.0,s,572
2025/01/11,20:28:52,1,36.0,s,573
2025/01/11,20:28:59,2,65.0,s,574
2025/01/11,20:29:07,7,62.0,s,575
2025/01/11,20:29:13,8,103.0,s,576
2025/01/11,20:29:23,8,122.0,s,577
2025/01/11,20:29:26,3,63.0,s,578
2025/01/11,20:29:28,1,40.0,s,579
2025/01/11,20:29:30,10,182.0,s,580
2025/01/11,20:29:45,12,91.0,s,581
2025/01/11,20:29:46,17,78.0,s,582
2025/01/11,20:29:47,1,48.0,s,583
2025/01/11,20:29:48,1,36.0,s,584
2025/01/11,20:29:53,11,94.0,s,585
2025/01/11,20:30:05,2,58.0,s,586
2025/01/11,20:30:09,7,98.0,s,587
2025/01/11,20:30:21,1,55.0,s,588
2025/01/11,20:30:22,3,44.0,s,589
2025/01/11,20:30:25,9,130.0,s,590
2025/01/11,20:30:31,15,101.0,s,591
2025/01/11,20:30:34,6,145.0,s,592
2025/01/11,20:30:36,18,129.0,s,593
2025/01/11,20:30:41,14,88.0,s,594
2025/01/11,20:30:48,9,108.0,s,595
2025/01/11,20:30:50,2,50.0,s,596
2025/01/11,20:31:02,5,104.0,s,597
2025/01/11,20:31:08,1,40.0,s,598
2025/01/11,20:31:08,3,87.0,s,599
2025/01/11,20:31:11,3,80.0,s,600
2025/01/11,20:31:13,2,50.0,s,601
2025/01/11,20:31:17,4,84.0,s,602
2025/01/11,20:31:19,1,36.0,s,603
2025/01/11,20:31:20,7,107.0,s,604
2025/01/11,20:31:23,3,75.0,s,605
