DATE,TIME,OBS_NO,WEIGHT,STATUS,Visit
2024/11/14,18:02:30,3,47.9283,s,54
2024/11/14,18:02:45,11,48.7557,s,55
2024/11/14,18:03:24,10,82.5508,s,56
2024/11/14,18:03:29,20,69.72,s,57
2024/11/14,18:03:53,11,48.747,s,58
2024/11/15,13:42:32,334,229.3867,s,59
2024/11/18,07:08:38,687878,760.0912,s,60
2024/11/19,13:50:34,1668,233.5591,s,61
2024/11/19,13:52:51,28,142.3486,s,62
2024/11/19,13:53:03,57,158.2718,s,63
2024/11/19,13:53:09,11,62.2415,s,64
2024/11/19,13:53:40,175,227.7105,s,65
2024/11/19,13:54:21,200,181.5684,s,66
2024/11/19,13:55:20,23,241.1688,s,67
2024/11/19,13:56:31,330,243.8512,s,68
2024/11/19,13:57:33,208,248.371,s,69
2024/11/19,14:05:15,130,251.0947,s,70
2024/11/19,14:06:06,15,242.7325,s,71
2024/11/19,14:06:54,34,242.395,s,72
2024/11/19,14:08:56,472,243.8724,s,73
2024/11/19,14:21:13,70,238.6426,s,74
2024/11/19,14:37:15,50,240.7101,s,75
2024/11/19,15:07:37,1261,274.6826,s,76
2024/11/19,15:14:03,19,237.7414,s,77
2024/11/19,15:22:01,474,235.914,s,78
2024/11/20,03:37:36,110,242.7637,s,79
2024/11/20,04:42:21,290,251.6809,s,80
2024/11/20,04:44:58,16,256.2595,s,81
2024/11/20,04:48:16,730,259.9069,s,82
2025/01/10,22:19:04,19,890.2916,s,83
2025/01/10,22:19:33,1,161.6242,s,84
2025/01/10,22:23:16,1,35.0162,s,85
2025/01/10,22:23:25,16,55.6705,s,86
2025/01/10,22:23:35,12,39.2923,s,87
2025/01/10,22:23:56,13,54.4318,s,88
2025/01/10,22:24:12,2,37.8261,s,89
2025/01/10,22:50:09,21,141.4261,s,90
2025/01/11,09:01:14,25,221.2682,s,91
2025/01/11,09:07:35,17,217.6396,s,92
2025/01/11,09:10:24,63,236.099,s,93
2025/01/11,09:38:55,18,226.3268,s,94
2025/01/11,09:49:07,272,235.7127,s,95
2025/01/11,09:50:00,108,235.0715,s,96
2025/01/11,09:54:24,19,231.1979,s,97
2025/01/11,09:59:45,43,233.7278,s,98
2025/01/11,10:07:54,72,240.2701,s,99
2025/01/11,10:20:44,89,239.3676,s,100
2025/01/11,10:22:36,26,229.7554,s,101
2025/01/11,10:22:59,24,238.9176,s,102
2025/01/11,10:26:09,79,243.2512,s,103
2025/01/11,10:33:27,23,242.4362,s,104
2025/01/11,11:20:36,8,64.8539,s,105
2025/01/11,11:20:43,6,44.5709,s,106
2025/01/11,11:24:58,17,82.6983,s,107
2025/01/11,11:54:59,15,231.9179,s,108
2025/01/11,12:08:49,15,248.136,s,109
2025/01/11,12:18:06,15,247.3073,s,110
2025/01/11,12:23:47,24,245.3274,s,111
2025/01/11,12:56:31,16,252.5959,s,112
2025/01/11,13:12:00,46,247.3123,s,113
2025/01/11,13:33:06,16,244.8161,s,114
2025/01/11,16:14:53,15,248.2685,s,115
2025/01/11,22:28:12,298,250.9009,s,116
2025/01/12,08:39:33,38,234.5403,s,117
2025/01/12,08:47:17,15,231.2479,s,118
2025/01/12,08:55:29,26,232.7653,s,119
2025/01/12,09:10:38,15,233.964,s,120
2025/01/12,09:14:26,34,238.0339,s,121
2025/01/12,09:34:06,26,241.1025,s,122
2025/01/12,09:46:18,31,235.0115,s,123
2025/01/12,10:19:37,15,236.8489,s,124
2025/01/12,10:28:27,15,239.4426,s,125
2025/01/12,10:33:37,16,237.3514,s,126
2025/01/12,10:42:38,15,240.7438,s,127
2025/01/12,20:40:31,15,241.02,s,128
2025/01/12,21:09:00,15,240.9463,s,129
2025/01/13,08:27:52,15,233.1653,s,130
2025/01/13,08:30:27,16,234.4978,s,131
2025/01/13,08:43:38,16,236.0302,s,132
2025/01/13,09:09:02,44,239.9601,s,133
2025/01/13,09:10:23,24,236.6664,s,134
2025/01/13,09:23:51,16,240.6113,s,135
2025/01/13,09:26:17,36,244.2037,s,136
2025/01/13,09:40:18,16,242.8387,s,137
2025/01/13,10:01:16,16,245.1399,s,138
2025/01/13,10:02:04,15,237.0889,s,139
2025/01/13,10:04:43,16,241.6875,s,140
2025/01/13,10:58:53,33,252.6959,s,141
2025/01/13,11:07:24,16,249.8272,s,142
2025/01/13,11:20:08,23,261.5406,s,143
2025/01/13,11:22:59,168,253.6796,s,144
2025/01/13,11:44:38,19,248.2535,s,145
2025/01/13,11:48:26,16,255.4058,s,146
2025/01/13,11:49:46,20,256.8145,s,147
2025/01/13,19:56:02,19,234.1603,s,148
2025/01/13,20:27:34,16,242.255,s,149
2025/01/13,20:36:17,16,245.6174,s,150
2025/01/13,21:13:36,99,251.1522,s,151
2025/01/14,08:10:17,38,229.9217,s,152
2025/01/14,08:16:06,56,235.574,s,153
2025/01/14,08:24:50,20,231.8654,s,154
2025/01/14,08:27:29,15,237.1064,s,155
2025/01/14,08:29:51,22,234.074,s,156
2025/01/14,08:34:11,16,232.1666,s,157
2025/01/14,08:47:16,15,236.4839,s,158
2025/01/14,08:56:05,24,238.4051,s,159
2025/01/14,08:59:41,34,237.2789,s,160
2025/01/14,09:09:23,40,240.8625,s,161
2025/01/14,09:26:27,92,239.2426,s,162
2025/01/14,09:27:09,74,240.7875,s,163
2025/01/14,09:27:51,30,242.7225,s,164
2025/01/14,09:28:41,47,246.3086,s,165
2025/01/14,09:34:38,81,244.7937,s,166
2025/01/14,10:14:46,15,240.5063,s,167
2025/01/14,10:25:03,16,246.6286,s,168
2025/01/14,10:30:58,58,234.734,s,169
2025/01/14,11:05:02,15,248.7572,s,170
2025/01/14,11:38:04,30,248.3835,s,171
2025/01/14,12:10:55,66,250.6922,s,172
2025/01/14,13:51:09,20,248.046,s,173
2025/01/14,14:05:33,16,245.6374,s,174
2025/01/14,14:11:49,36,252.4896,s,175
2025/01/14,14:43:38,15,232.2953,s,176
2025/01/14,15:21:15,16,248.451,s,177
2025/01/14,15:33:33,20,247.3911,s,178
2025/01/14,15:55:20,16,249.7647,s,179
2025/01/14,16:40:46,20,240.5751,s,180
2025/01/14,16:45:36,22,246.4486,s,181
2025/01/14,17:28:01,15,229.0105,s,182
2025/01/14,17:32:23,15,251.5771,s,183
2025/01/14,18:16:40,23,251.4584,s,184
2025/01/14,18:17:04,17,239.4901,s,185
2025/01/14,18:45:03,15,248.8448,s,186
2025/01/14,18:51:53,14,244.4237,s,187
2025/01/14,20:21:29,57,246.4923,s,188
2025/01/14,20:33:39,91,242.6875,s,189
2025/01/15,07:53:24,17,230.5217,s,190
2025/01/15,07:59:06,31,225.8068,s,191
2025/01/15,08:06:53,15,227.3755,s,192
2025/01/15,08:08:08,49,235.2502,s,193
2025/01/15,08:10:08,15,228.7042,s,194
2025/01/15,08:12:31,125,247.6711,s,195
2025/01/15,08:27:57,16,230.1829,s,196
2025/01/15,08:41:29,16,245.9011,s,197
2025/01/15,08:50:59,16,241.42,s,198
2025/01/15,08:59:23,34,242.395,s,199
2025/01/15,09:02:08,16,237.6639,s,200
2025/01/15,09:05:44,43,232.9091,s,201
2025/01/15,09:07:29,42,241.105,s,202
2025/01/15,09:15:43,16,239.7201,s,203
2025/01/15,09:17:22,16,238.6751,s,204
2025/01/15,09:28:52,15,247.9698,s,205
2025/01/15,09:46:01,15,248.3323,s,206
2025/01/15,09:54:59,24,243.9449,s,207
2025/01/15,10:06:02,19,245.9548,s,208
2025/01/15,10:50:47,28,248.2598,s,209
2025/01/15,11:18:50,30,246.2823,s,210
2025/01/15,11:20:03,43,243.2362,s,211
2025/01/15,11:21:15,16,245.8749,s,212
2025/01/15,11:21:37,15,244.3862,s,213
2025/01/15,11:36:12,15,230.7942,s,214
2025/01/15,13:10:11,17,250.6997,s,215
2025/01/15,14:00:27,16,247.5661,s,216
2025/01/15,17:25:10,15,233.8515,s,217
2025/01/15,17:26:07,15,237.7589,s,218
2025/01/15,18:32:15,16,252.9308,s,219
2025/01/15,19:01:06,16,241.8713,s,220
2025/01/15,19:10:45,16,250.4322,s,221
2025/01/15,19:36:22,15,245.0061,s,222
2025/01/15,19:38:04,24,243.5837,s,223
2025/01/15,19:46:28,42,242.7562,s,224
2025/01/17,08:15:30,67,88.6093,s,225
2025/01/17,08:20:35,78,234.1853,s,226
2025/01/17,08:26:41,35,234.3453,s,227
2025/01/17,08:32:04,27,233.1103,s,228
2025/01/17,08:37:10,22,234.9315,s,229
2025/01/17,08:39:07,15,234.4953,s,230
2025/01/17,08:50:38,22,241.2288,s,231
2025/01/17,08:52:12,16,225.3643,s,232
2025/01/17,08:52:35,15,229.223,s,233
2025/01/17,08:53:13,15,232.1091,s,234
2025/01/17,08:54:00,20,247.5235,s,235
2025/01/17,09:23:18,16,246.6848,s,236
2025/01/17,09:35:02,58,258.8756,s,237
2025/01/17,09:35:38,77,245.5761,s,238
2025/01/17,10:16:35,26,246.5836,s,239
2025/01/17,10:22:42,14,245.6386,s,240
2025/01/17,10:36:00,31,249.9297,s,241
2025/01/17,11:24:45,19,246.9286,s,242
2025/01/17,11:34:32,15,250.4497,s,243
2025/01/17,13:29:07,25,251.1184,s,244
2025/01/17,13:52:09,19,261.643,s,245
2025/01/17,14:04:51,111,246.3911,s,246
2025/01/17,15:44:16,14,230.8054,s,247
2025/01/17,15:54:28,14,224.8244,s,248
2025/01/17,15:56:26,14,203.2576,s,249
2025/01/17,16:24:47,16,250.6534,s,250
2025/01/17,16:54:41,16,243.4975,s,251
2025/01/17,16:55:03,16,250.1197,s,252
2025/01/17,16:57:06,16,243.5262,s,253
2025/01/17,16:57:57,16,241.4775,s,254
2025/01/17,17:19:07,35,245.1661,s,255
2025/01/17,17:24:36,22,248.3723,s,256
2025/01/17,17:29:56,15,242.135,s,257
2025/01/17,17:32:44,19,244.3174,s,258
2025/01/17,17:39:13,23,242.55,s,259
2025/01/17,17:54:27,11,173.94,s,260
2025/01/17,18:41:12,65,257.6757,s,261
2025/01/18,07:14:26,16,227.163,s,262
2025/01/18,07:36:26,16,237.7151,s,263
2025/01/18,07:39:20,15,238.2614,s,264
2025/01/18,07:43:05,16,227.698,s,265
2025/01/18,07:43:41,16,237.3827,s,266
2025/01/18,07:45:38,16,240.5975,s,267
2025/01/18,07:46:54,26,240.815,s,268
2025/01/18,07:47:58,33,248.651,s,269
2025/01/18,07:59:59,15,232.5066,s,270
2025/01/18,08:02:40,55,244.7361,s,271
2025/01/18,08:06:09,20,244.5962,s,272
2025/01/18,08:08:10,21,242.1912,s,273
2025/01/18,08:11:18,41,243.3824,s,274
2025/01/18,08:24:55,16,252.6021,s,275
2025/01/18,08:26:38,27,245.4424,s,276
2025/01/18,08:34:41,19,251.2184,s,277
2025/01/18,08:46:46,25,241.96,s,278
2025/01/18,08:53:09,16,251.7146,s,279
2025/01/18,09:13:10,16,245.7786,s,280
2025/01/18,09:16:59,16,246.1136,s,281
2025/01/18,09:22:13,15,248.8548,s,282
2025/01/18,09:44:06,39,249.8347,s,283
2025/01/18,10:02:07,68,243.07,s,284
2025/01/18,10:22:31,16,246.0374,s,285
2025/01/18,11:20:17,20,251.9659,s,286
2025/01/18,13:29:08,44,262.3443,s,287
2025/01/18,15:15:28,34,249.6635,s,288
2025/01/18,15:31:05,15,250.6134,s,289
2025/01/18,16:13:46,15,266.2816,s,290
2025/01/18,16:20:11,16,246.7636,s,291
2025/01/18,16:42:45,39,251.9596,s,292
2025/01/18,17:11:50,31,250.7034,s,293
2025/01/18,18:14:07,18,257.6332,s,294
2025/01/18,18:25:21,16,237.9527,s,295
2025/01/18,18:39:28,32,259.9856,s,296
2025/01/18,19:05:59,18,237.8477,s,297
2025/01/18,19:16:22,16,249.0647,s,298
2025/01/18,19:32:21,20,259.2381,s,299
2025/01/18,19:47:41,16,264.283,s,300
2025/01/19,06:48:02,32,241.4913,s,301
2025/01/19,06:50:03,15,222.7182,s,302
2025/01/19,06:59:35,15,241.8025,s,303
2025/01/19,07:00:28,16,241.7488,s,304
2025/01/19,07:09:51,20,243.465,s,305
2025/01/19,07:18:17,14,245.3861,s,306
2025/01/19,07:19:34,16,246.8536,s,307
2025/01/19,07:21:15,15,237.8777,s,308
2025/01/19,07:23:04,20,223.9019,s,309
2025/01/19,07:26:01,19,245.7836,s,310
2025/01/19,07:42:25,24,252.0846,s,311
2025/01/19,08:01:05,22,247.9298,s,312
2025/01/19,08:13:49,40,259.3819,s,313
2025/01/19,08:25:46,20,259.9743,s,314
2025/01/19,08:31:26,170,259.5906,s,315
2025/01/19,08:50:46,20,254.9895,s,316
2025/01/19,09:05:40,18,252.2246,s,317
2025/01/19,09:56:42,26,257.1682,s,318
2025/01/19,10:33:28,17,250.5959,s,319
2025/01/19,11:24:10,19,249.2197,s,320
2025/01/19,12:14:36,31,260.6693,s,321
2025/01/19,15:19:21,14,244.1749,s,322
2025/01/19,15:44:36,16,247.8648,s,323
2025/01/19,16:48:42,15,243.9987,s,324
2025/01/19,16:53:24,19,251.8859,s,325
2025/01/19,17:29:17,16,245.2449,s,326
2025/01/19,17:34:55,19,252.2071,s,327
2025/01/19,17:40:39,17,235.1328,s,328
2025/01/19,17:47:18,14,106.7074,s,329
2025/01/19,17:58:50,16,247.5423,s,330
2025/01/19,18:00:41,12,229.198,s,331
2025/01/19,18:04:32,14,241.9763,s,332
2025/01/19,18:05:29,16,246.1436,s,333
2025/01/19,18:07:02,16,251.1622,s,334
2025/01/19,18:15:11,15,249.3097,s,335
2025/01/19,18:17:52,15,242.87,s,336
2025/01/19,18:27:09,16,247.0923,s,337
2025/01/19,18:30:28,17,255.0795,s,338
2025/01/19,18:36:35,15,246.7073,s,339
2025/01/19,18:44:19,16,239.0664,s,340
2025/01/20,06:21:19,17,234.4528,s,341
2025/01/20,06:38:39,32,244.2912,s,342
2025/01/20,06:43:25,56,243.4537,s,343
2025/01/20,06:49:13,28,246.4723,s,344
2025/01/20,06:51:57,16,235.614,s,345
2025/01/20,06:59:39,15,239.9363,s,346
2025/01/20,07:01:21,15,236.7664,s,347
2025/01/20,07:05:26,15,243.1824,s,348
2025/01/20,07:06:33,30,245.7086,s,349
2025/01/20,07:09:53,29,231.1954,s,350
2025/01/20,07:12:40,33,245.6199,s,351
2025/01/20,07:14:46,16,245.1974,s,352
2025/01/20,07:16:07,15,241.0888,s,353
2025/01/20,07:17:04,16,242.4325,s,354
2025/01/20,07:19:20,25,244.1712,s,355
2025/01/20,07:22:33,16,243.2675,s,356
2025/01/20,07:23:13,17,242.6925,s,357
2025/01/20,07:24:25,36,246.7436,s,358
2025/01/20,07:28:13,30,247.9273,s,359
2025/01/20,07:28:58,15,237.9501,s,360
2025/01/20,07:31:29,29,243.8424,s,361
2025/01/20,07:32:57,16,243.3524,s,362
2025/01/20,07:34:16,48,243.5212,s,363
2025/01/20,07:38:47,45,241.1688,s,364
2025/01/20,07:39:58,50,254.2408,s,365
2025/01/20,07:44:39,26,248.266,s,366
2025/01/20,07:52:52,30,248.341,s,367
2025/01/20,07:56:26,28,251.2434,s,368
2025/01/20,07:58:49,41,236.7502,s,369
2025/01/20,08:13:35,26,247.6236,s,370
2025/01/20,08:15:44,30,247.2098,s,371
2025/01/20,08:17:34,22,249.6322,s,372
2025/01/20,08:44:47,15,266.5104,s,373
2025/01/20,08:50:32,27,247.7423,s,374
2025/01/20,09:08:19,25,248.6548,s,375
2025/01/20,09:13:57,20,253.6133,s,376
2025/01/20,09:21:09,26,253.0558,s,377
2025/01/20,09:37:35,15,252.3859,s,378
2025/01/20,10:02:07,63,258.7194,s,379
2025/01/20,11:23:27,20,257.9932,s,380
2025/01/20,13:53:55,18,234.3703,s,381
2025/01/20,13:55:22,15,243.7549,s,382
2025/01/20,13:59:27,14,167.3152,s,383
2025/01/20,14:46:34,17,251.8134,s,384
2025/01/20,15:20:22,122,242.9187,s,385
2025/01/20,15:20:38,16,244.3162,s,386
2025/01/20,15:30:27,16,229.248,s,387
2025/01/20,15:31:00,16,215.4185,s,388
2025/01/20,15:51:49,15,256.8432,s,389
2025/01/20,15:52:54,59,249.0072,s,390
2025/01/20,16:00:44,24,246.5086,s,391
2025/01/20,16:07:51,15,239.4763,s,392
2025/01/20,16:11:20,34,246.2661,s,393
2025/01/20,16:12:21,69,247.2661,s,394
2025/01/20,16:21:38,31,249.0647,s,395
2025/01/20,16:36:11,54,248.771,s,396
2025/01/20,17:10:32,16,241.8938,s,397
2025/01/20,17:13:29,33,247.0498,s,398
2025/01/20,17:17:15,25,254.1271,s,399
2025/01/20,18:00:16,18,251.9284,s,400
2025/01/20,18:10:00,13,243.5999,s,401
2025/01/20,18:23:33,19,258.0682,s,402
2025/01/20,18:25:33,37,252.7909,s,403
2025/01/20,18:28:18,154,267.9428,s,404
2025/01/20,18:37:36,33,252.0096,s,405
2025/01/20,18:42:39,37,255.9108,s,406
2025/01/20,19:08:22,34,252.8821,s,407
2025/01/20,19:24:48,52,255.857,s,408
2025/01/21,06:02:59,31,248.0735,s,409
2025/01/21,06:10:27,33,239.6613,s,410
2025/01/21,06:11:47,23,244.2924,s,411
2025/01/21,06:17:26,15,243.4949,s,412
2025/01/21,06:20:28,17,241.785,s,413
2025/01/21,06:32:14,29,262.0493,s,414
2025/01/21,06:33:54,60,248.6035,s,415
2025/01/21,06:47:39,29,246.3873,s,416
2025/01/21,06:53:52,15,247.2323,s,417
2025/01/21,06:56:55,35,252.6509,s,418
2025/01/21,06:57:30,22,248.3798,s,419
2025/01/21,07:16:50,18,252.9134,s,420
2025/01/21,07:17:56,43,251.2022,s,421
2025/01/21,07:21:22,40,250.091,s,422
2025/01/21,07:22:52,32,249.7035,s,423
2025/01/21,07:25:48,13,226.6906,s,424
2025/01/21,07:59:32,36,260.5568,s,425
2025/01/21,08:07:39,43,251.7259,s,426
2025/01/21,08:18:26,252,263.178,s,427
2025/01/21,08:42:07,54,259.1581,s,428
2025/01/21,08:55:43,16,248.7973,s,429
2025/01/21,09:05:22,33,256.6157,s,430
2025/01/21,09:35:11,22,258.8706,s,431
2025/01/21,10:39:50,15,256.4495,s,432
2025/01/21,10:40:08,17,254.302,s,433
2025/01/21,10:51:50,19,259.5881,s,434
2025/01/21,11:11:06,24,261.3268,s,435
2025/01/21,11:18:06,16,255.5158,s,436
2025/01/21,11:21:51,15,261.4268,s,437
2025/01/21,14:24:17,16,245.1349,s,438
2025/01/21,15:04:57,13,228.948,s,439
2025/01/21,15:07:37,17,242.2525,s,440
2025/01/21,15:40:20,20,251.7109,s,441
2025/01/21,16:15:28,22,246.2173,s,442
2025/01/21,16:17:12,42,253.2546,s,443
2025/01/21,17:05:28,22,254.8495,s,444
2025/01/21,17:13:12,27,256.3932,s,445
2025/01/21,17:19:26,36,254.972,s,446
2025/01/21,17:24:05,16,259.8819,s,447
2025/01/21,17:47:22,16,248.2598,s,448
2025/01/21,17:50:01,25,253.0009,s,449
2025/01/21,17:53:48,14,250.4547,s,450
2025/01/21,18:01:47,15,250.7522,s,451
2025/01/21,18:03:53,16,249.4235,s,452
2025/01/21,18:10:10,23,248.5048,s,453
2025/01/21,18:15:00,27,252.2384,s,454
2025/01/21,18:20:58,17,249.0822,s,455
2025/01/21,18:32:44,17,248.1735,s,456
2025/01/21,18:35:35,27,255.4445,s,457
2025/01/21,18:36:46,24,250.4522,s,458
2025/01/21,18:44:39,42,258.1782,s,459
2025/01/21,19:02:55,16,255.0133,s,460
